label,data,lowercase,mapping_dict,remove_non_alphabet,no_whitespace,no_punctuation,standardized_word,stopwords,tokenized
fear,"Edan pugliara robertino tadi getih na nepi ngucur kitu,, gara² duel adu kepala jng bek persiba , kalah hariwang nempo nage","edan pugliara robertino tadi getih na nepi ngucur kitu,, gara² duel adu kepala jng bek persiba , kalah hariwang nempo nage","edan pugliara robertino tadi getih na nepi ngucur kitu,, gara² duel adu kepala jng bek persiba , kalah hariwang nempo nage",edan pugliara robertino tadi getih na nepi ngucur kitu   gara  duel adu kepala jng bek persiba   kalah hariwang nempo nage,edan pugliara robertino tadi getih na nepi ngucur kitu gara duel adu kepala jng bek persiba kalah hariwang nempo nage,edan pugliara robertino tadi getih na nepi ngucur kitu gara duel adu kepala jng bek persiba kalah hariwang nempo nage,edan pugliara robertino tadi getih na nepi ka ngucur kitu gara duel adu kepala jng bek persiba kalah hariwang nempo nage,pugliara robertino getih ngucur gara duel adu kepala jng bek persiba kalah hariwang nempo nage,"['pugliara', 'robertino', 'getih', 'ngucur', 'gara', 'duel', 'adu', 'kepala', 'jng', 'bek', 'persiba', 'kalah', 'hariwang', 'nempo', 'nage']"
joy,duuuuh bungah hate ningali maraneh. Sing balageur satuluyna. Tong picacapekeun batur nya,duuuuh bungah hate ningali maraneh. sing balageur satuluyna. tong picacapekeun batur nya,duh bungah hate ningali maraneh. sing balageur satuluyna. tong picacapekeun batur nya,duh bungah hate ningali maraneh  sing balageur satuluyna  tong picacapekeun batur nya,duh bungah hate ningali maraneh sing balageur satuluyna tong picacapekeun batur nya,duh bungah hate ningali maraneh sing balageur satuluyna tong picacapekeun batur nya,duh bungah hate ningali maraneh sing saha balageur satuluyna tong boro picacapekeun batur nya,bungah hate ningali maraneh sing balageur satuluyna tong boro picacapekeun batur,"['bungah', 'hate', 'ningali', 'maraneh', 'sing', 'balageur', 'satuluyna', 'tong', 'boro', 'picacapekeun', 'batur']"
joy,Menciummu dalam foto dan memelukmu dalam mimpi aja akumah udah bungah banget da meuni asa milik diriku sorangan kamuteh hih,menciummu dalam foto dan memelukmu dalam mimpi aja akumah udah bungah banget da meuni asa milik diriku sorangan kamuteh hih,nyium dalam foto dan memelukmu dalam mimpi aja akumah udah bungah banget da meuni asa milik diriku sorangan kamuteh hih,nyium dalam foto dan memelukmu dalam mimpi aja akumah udah bungah banget da meuni asa milik diriku sorangan kamuteh hih,nyium dalam foto dan memelukmu dalam mimpi aja akumah udah bungah banget da meuni asa milik diriku sorangan kamuteh hih,nyium dalam foto dan memelukmu dalam mimpi aja akumah udah bungah banget da meuni asa milik diriku sorangan kamuteh hih,nyium dalam foto lin dan memelukmu dalam mimpi aja akumah udah bungah banget da meuni asa milik diriku sorangan kamuteh hih,nyium foto lin memelukmu mimpi akumah udah bungah banget meuni milik diriku sorangan kamuteh hih,"['nyium', 'foto', 'lin', 'memelukmu', 'mimpi', 'akumah', 'udah', 'bungah', 'banget', 'meuni', 'milik', 'diriku', 'sorangan', 'kamuteh', 'hih']"
sadness,Aman di dinya sep? Asa ngadadak sono balik anjir :( ngan maca berita eta inget oge ka indung.,aman di dinya sep? asa ngadadak sono balik anjir :( ngan maca berita eta inget oge ka indung.,aman di dinya sep? asa ngadadak sono balik anjir :( ngan maca berita eta inget oge ka indung.,aman di dinya sep  asa ngadadak sono balik anjir    ngan maca berita eta inget oge ka indung ,aman di dinya sep asa ngadadak sono balik anjir ngan maca berita eta inget oge ka indung ,aman di dinya sep asa ngadadak sono balik anjir ngan maca berita eta inget oge ka indung ,aman di dinya sep asa ngadadak sono balik anjir ngan maca berita eta inget oge ka indung,aman dinya sep ngadadak sono balik maca berita inget indung,"['aman', 'dinya', 'sep', 'ngadadak', 'sono', 'balik', 'maca', 'berita', 'inget', 'indung']"
joy,"Alhamdulillah, ngiring bingah ningal rerencangan sakola SMA Kang Adang Muhyidin berhasil menggapai impian. Mugia berkah salawasna dipaparin kalancaran Amin Ya Rabbal Alamii","alhamdulillah, ngiring bingah ningal rerencangan sakola sma kang adang muhyidin berhasil menggapai impian. mugia berkah salawasna dipaparin kalancaran amin ya rabbal alamii","alhamdulilahh, ngiring bingah ningal rerencangan sakola sma kang adang muhyidin berhasil mehenteupai impian. mugia berkah salawasna dipaparin kalancaran amin ya rabbak alami",alhamdulilahh  ngiring bingah ningal rerencangan sakola sma kang adang muhyidin berhasil mehenteupai impian  mugia berkah salawasna dipaparin kalancaran amin ya rabbak alami,alhamdulilahh ngiring bingah ningal rerencangan sakola sma kang adang muhyidin berhasil mehenteupai impian mugia berkah salawasna dipaparin kalancaran amin ya rabbak alami,alhamdulilahh ngiring bingah ningal rerencangan sakola sma kang adang muhyidin berhasil mehenteupai impian mugia berkah salawasna dipaparin kalancaran amin ya rabbak alami,alhamdulilahh ngiring bingah ningal rerencangan sakola sma kang adang muhyidin berhasil mehenteupai impian mugia berkah salawasna dipaparin kalancaran amin ya rabbak alami,alhamdulilahh ngiring bingah ningal rerencangan sakola sma adang muhyidin berhasil mehenteupai impian mugia berkah salawasna dipaparin kalancaran,"['alhamdulilahh', 'ngiring', 'bingah', 'ningal', 'rerencangan', 'sakola', 'sma', 'adang', 'muhyidin', 'berhasil', 'mehenteupai', 'impian', 'mugia', 'berkah', 'salawasna', 'dipaparin', 'kalancaran']"
anger,Kadenge ngagogoreng indung hareupeun aing d galey sia ku aing !!!,kadenge ngagogoreng indung hareupeun aing d galey sia ku aing !!!,kadenge ngagogoreng indung hareupeun aing d galey sia ku aing !!!,kadenge ngagogoreng indung hareupeun aing d galey sia ku aing    ,kadenge ngagogoreng indung hareupeun aing d galey sia ku aing ,kadenge ngagogoreng indung hareupeun aing d galey sia ku aing ,kadenge ngagogoreng indung hareupeun aing d galey sia ku aing,kadenge ngagogoreng indung hareupeun d galey,"['kadenge', 'ngagogoreng', 'indung', 'hareupeun', 'd', 'galey']"
anger,tong sok balaga hayang di kepret ku aing.! Buktikeun heula.!,tong sok balaga hayang di kepret ku aing.! buktikeun heula.!,tong sok balaga hayang di kepret ku aing.! buktikeun heula.!,tong sok balaga hayang di kepret ku aing   buktikeun heula  ,tong sok balaga hayang di kepret ku aing buktikeun heula ,tong sok balaga hayang di kepret ku aing buktikeun heula ,tong boro sok balaga hayang di kepret ku aing buktikeun paheula-heula,tong boro balaga hayang kepret buktikeun paheula-heula,"['tong', 'boro', 'balaga', 'hayang', 'kepret', 'buktikeun', 'paheula-heula']"
joy,Makasih banyak foto sudjiwo tedjo yg diedit jadi jack sparrow.. alhamdulillah seuri deui urang,makasih banyak foto sudjiwo tedjo yg diedit jadi jack sparrow.. alhamdulillah seuri deui urang,makasih banyak foto sudjiwo tedjo yg diedit jadi jack sparrow.. alhamdulilahh seuri deui urang,makasih banyak foto sudjiwo tedjo yg diedit jadi jack sparrow   alhamdulilahh seuri deui urang,makasih banyak foto sudjiwo tedjo yg diedit jadi jack sparrow alhamdulilahh seuri deui urang,makasih banyak foto sudjiwo tedjo yg diedit jadi jack sparrow alhamdulilahh seuri deui urang,makasih banyak foto sudjiwo tedjo yg diedit jadi jack sparrow alhamdulilahh seuri deui urang,makasih foto sudjiwo tedjo yg diedit jadi jack alhamdulilahh seuri urang,"['makasih', 'foto', 'sudjiwo', 'tedjo', 'yg', 'diedit', 'jadi', 'jack', 'alhamdulilahh', 'seuri', 'urang']"
sadness,"sedih Ningali Indonesia eweuh Liga, mana Sepak bola anu jd PEMERSATU BANGSA, ayeuna iwal jd kenangan","sedih ningali indonesia eweuh liga, mana sepak bola anu jd pemersatu bangsa, ayeuna iwal jd kenangan","sedih ningali indonesia eweuh liga, mana sepak bola anu jd pemersatu bangsa, ayeuna iwal jd kenangan",sedih ningali indonesia eweuh liga  mana sepak bola anu jd pemersatu bangsa  ayeuna iwal jd kenangan,sedih ningali indonesia eweuh liga mana sepak bola anu jd pemersatu bangsa ayeuna iwal jd kenangan,sedih ningali indonesia eweuh liga mana sepak bola anu jd pemersatu bangsa ayeuna iwal jd kenangan,sedih ningali nga-Indonesia eweuh liga mana sepak bola anu jd pemersatu bangsa ayeuna iwal jd kenangan,ningali nga-Indonesia eweuh liga sepak bola jd pemersatu bangsa ayeuna iwal jd kenangan,"['ningali', 'nga-Indonesia', 'eweuh', 'liga', 'sepak', 'bola', 'jd', 'pemersatu', 'bangsa', 'ayeuna', 'iwal', 'jd', 'kenangan']"
joy,Bungah tur bagja ningali dulur dulur tetep leukeun berkarya dina widangna sewang sewangan..,bungah tur bagja ningali dulur dulur tetep leukeun berkarya dina widangna sewang sewangan..,bungah tur bagja ningali dulur dulur tetep leukeun berkarya dina widangna sewang sewangan..,bungah tur bagja ningali dulur dulur tetep leukeun berkarya dina widangna sewang sewangan  ,bungah tur bagja ningali dulur dulur tetep leukeun berkarya dina widangna sewang sewangan ,bungah tur bagja ningali dulur dulur tetep leukeun berkarya dina widangna sewang sewangan ,bungah tur bagja ningali dulur dulur tetep leukeun berkarya dina widangna sewang sewangan,bungah tur bagja ningali dulur dulur tetep leukeun berkarya widangna sewang sewangan,"['bungah', 'tur', 'bagja', 'ningali', 'dulur', 'dulur', 'tetep', 'leukeun', 'berkarya', 'widangna', 'sewang', 'sewangan']"
sadness,"leres pisan kang,,orng sunda mah saromeah...asa nyeredet kanu manah...di sebut jabar garis keras,sakelas prof otakna dangkal","leres pisan kang,,orng sunda mah saromeah...asa nyeredet kanu manah...di sebut jabar garis keras,sakelas prof otakna dangkal","leres pisan kang,,orng sunda mah saromeah...asa nyeredet kanu manah...di sebut jabar garis keras,sakelas prof otakna dangkal",leres pisan kang  orng sunda mah saromeah   asa nyeredet kanu manah   di sebut jabar garis keras sakelas prof otakna dangkal,leres pisan kang orng sunda mah saromeah asa nyeredet kanu manah di sebut jabar garis keras sakelas prof otakna dangkal,leres pisan kang orng sunda mah saromeah asa nyeredet kanu manah di sebut jabar garis keras sakelas prof otakna dangkal,leres pisan kang orng sunda mah saromeah asa nyeredet kanu manah di sebut jabar garis keras sakelas prof otakna dangkal,leres orng sunda saromeah nyeredet kanu manah sebut jabar garis keras sakelas prof otakna dangkal,"['leres', 'orng', 'sunda', 'saromeah', 'nyeredet', 'kanu', 'manah', 'sebut', 'jabar', 'garis', 'keras', 'sakelas', 'prof', 'otakna', 'dangkal']"
fear,PMKS harus ditertibkan. Meresahkan ini mah tiba2 nusuk jarum dr belakng. Asa sarieun kieu,pmks harus ditertibkan. meresahkan ini mah tiba2 nusuk jarum dr belakng. asa sarieun kieu,pmks harus ditertibkan. meresahkan ini mah tiba2 nusuk jarum dr belakng. asa sarieun kieu,pmks harus ditertibkan  meresahkan ini mah tiba  nusuk jarum dr belakng  asa sarieun kieu,pmks harus ditertibkan meresahkan ini mah tiba nusuk jarum dr belakng asa sarieun kieu,pmks harus ditertibkan meresahkan ini mah tiba nusuk jarum dr belakng asa sarieun kieu,pmks harus ditertibkan meresahkan ini mah tiba nusuk jarum dr belakng asa sarieun kieu,pmks ditertibkan meresahkan tiba nusuk jarum dr belakng sarieun,"['pmks', 'ditertibkan', 'meresahkan', 'tiba', 'nusuk', 'jarum', 'dr', 'belakng', 'sarieun']"
anger,dua nana lur heeee hampura prihatin loba nu ngaremeh keun virus jadi kehel ..hampura x dui,dua nana lur heeee hampura prihatin loba nu ngaremeh keun virus jadi kehel ..hampura x dui,dua nana lur heeee hampura prihatin loba nu ngaremeh keun virus jadi kehel ..hampura x dui,dua nana lur heeee hampura prihatin loba nu ngaremeh keun virus jadi kehel   hampura x dui,dua nana lur heeee hampura prihatin loba nu ngaremeh keun virus jadi kehel hampura x dui,dua nana lur heeee hampura prihatin loba nu ngaremeh keun virus jadi kehel hampura x dui,dua nana lur heeee hampura prihatin loba nu boga ngaremeh keun virus jadi kehel hampura x dui,dua nana lur hampura prihatin loba boga ngaremeh keun virus jadi kehel hampura x dui,"['dua', 'nana', 'lur', 'hampura', 'prihatin', 'loba', 'boga', 'ngaremeh', 'keun', 'virus', 'jadi', 'kehel', 'hampura', 'x', 'dui']"
sadness,Masjid di lembur kolot meuni sedih ningalna sugan bisa di omean deui... Daerah cipanas,masjid di lembur kolot meuni sedih ningalna sugan bisa di omean deui... daerah cipanas,masjid di lembur kolot meuni sedih ningalna sugan bisa di omean deui... daerah cipanas,masjid di lembur kolot meuni sedih ningalna sugan bisa di omean deui    daerah cipanas,masjid di lembur kolot meuni sedih ningalna sugan bisa di omean deui daerah cipanas,masjid di lembur kolot meuni sedih ningalna sugan bisa di omean deui daerah cipanas,masjid di lembur kolot meuni sedih ningalna sugan bisa di omean deui daerah cipanas,masjid lembur kolot meuni ningalna sugan omean daerah cipanas,"['masjid', 'lembur', 'kolot', 'meuni', 'ningalna', 'sugan', 'omean', 'daerah', 'cipanas']"
sadness,"ku alesan hayang mandiri,kapopohokeun ku ieu diri,ku alesan geus gede,anjeun mindeng raheut na hate. Ema..Hampura :'(","ku alesan hayang mandiri,kapopohokeun ku ieu diri,ku alesan geus gede,anjeun mindeng raheut na hate. ema..hampura :'(","ku alesan hayang mandiri,kapopohokeun ku ieu diri,ku alesan geus gede,anjeun mindeng raheut na hate. ema..hampura :'(",ku alesan hayang mandiri kapopohokeun ku ieu diri ku alesan geus gede anjeun mindeng raheut na hate  ema  hampura    ,ku alesan hayang mandiri kapopohokeun ku ieu diri ku alesan geus gede anjeun mindeng raheut na hate ema hampura ,ku alesan hayang mandiri kapopohokeun ku ieu diri ku alesan geus gede anjeun mindeng raheut na hate ema hampura ,ku alesan hayang mandiri kapopohokeun ku ieu ka diri ku alesan geus gede anjeun mindeng raheut na hate ema hampura,alesan hayang mandiri kapopohokeun alesan gede anjeun mindeng raheut hate ema hampura,"['alesan', 'hayang', 'mandiri', 'kapopohokeun', 'alesan', 'gede', 'anjeun', 'mindeng', 'raheut', 'hate', 'ema', 'hampura']"
joy,"Ngeunah seuri,ngeunah sare nmpo arsenal d bubuk","ngeunah seuri,ngeunah sare nmpo arsenal d bubuk","ngeunah seuri,ngeunah sare nmpo arsenal d bubuk",ngeunah seuri ngeunah sare nmpo arsenal d bubuk,ngeunah seuri ngeunah sare nmpo arsenal d bubuk,ngeunah seuri ngeunah sare nmpo arsenal d bubuk,ngeunah seuri ngeunah sare nmpo arsenal d bubuk,ngeunah seuri ngeunah sare nmpo arsenal d bubuk,"['ngeunah', 'seuri', 'ngeunah', 'sare', 'nmpo', 'arsenal', 'd', 'bubuk']"
joy,"Teuing mun ceuk urang mah, meunang chat ti kabogoh nu eusina loba emot na sok atoh we. Alay sih, tapi paduli teuing.","teuing mun ceuk urang mah, meunang chat ti kabogoh nu eusina loba emot na sok atoh we. alay sih, tapi paduli teuing.","teuing mun ceuk urang mah, meunang chat ti kabogoh nu eusina loba emot na sok atoh we. alay sih, tapi paduli teuing.",teuing mun ceuk urang mah  meunang chat ti kabogoh nu eusina loba emot na sok atoh we  alay sih  tapi paduli teuing ,teuing mun ceuk urang mah meunang chat ti kabogoh nu eusina loba emot na sok atoh we alay sih tapi paduli teuing ,teuing mun ceuk urang mah meunang chat ti kabogoh nu eusina loba emot na sok atoh we alay sih tapi paduli teuing ,teuing mun ceuk urang mah meunang chat ti kabogoh nu boga eusina loba emot na sok atoh we alay sih tapi paduli teuing,ceuk urang meunang chat kabogoh boga eusina loba emot atoh alay paduli,"['ceuk', 'urang', 'meunang', 'chat', 'kabogoh', 'boga', 'eusina', 'loba', 'emot', 'atoh', 'alay', 'paduli']"
joy,"Ngupingkeun Lagu Cianjuran,di Tamih Kopi Hideung,sareung hujan cuk clak,Nikmat kieu Gusti","ngupingkeun lagu cianjuran,di tamih kopi hideung,sareung hujan cuk clak,nikmat kieu gusti","ngupingkeun lagu cianjuran,di tamih kopi hideung,sareung hujan cuk clak,nikmat kieu gusti",ngupingkeun lagu cianjuran di tamih kopi hideung sareung hujan cuk clak nikmat kieu gusti,ngupingkeun lagu cianjuran di tamih kopi hideung sareung hujan cuk clak nikmat kieu gusti,ngupingkeun lagu cianjuran di tamih kopi hideung sareung hujan cuk clak nikmat kieu gusti,ngupingkeun lagu cianjuran di tamih kopi hideung sareung hujan cuk clak nikmat kieu gusti,ngupingkeun lagu cianjuran tamih kopi hideung sareung hujan cuk clak nikmat,"['ngupingkeun', 'lagu', 'cianjuran', 'tamih', 'kopi', 'hideung', 'sareung', 'hujan', 'cuk', 'clak', 'nikmat']"
joy,"punten riya dan sombong euy, atuh da bingah pisan. Sarasa mimpi. Punten pisan. Aduh atuh da bingah pisannnnnn","punten riya dan sombong euy, atuh da bingah pisan. sarasa mimpi. punten pisan. aduh atuh da bingah pisannnnnn","punten riya dan sombong euy, atuh da bingah pisan. sarasa mimpi. punten pisan. aduh atuh da bingah pisan",punten riya dan sombong euy  atuh da bingah pisan  sarasa mimpi  punten pisan  aduh atuh da bingah pisan,punten riya dan sombong euy atuh da bingah pisan sarasa mimpi punten pisan aduh atuh da bingah pisan,punten riya dan sombong euy atuh da bingah pisan sarasa mimpi punten pisan aduh atuh da bingah pisan,punten riya lin dan sombong euy atuh da bingah pisan sarasa mimpi punten pisan aduh atuh da bingah pisan,punten riya lin sombong bingah sarasa mimpi punten bingah,"['punten', 'riya', 'lin', 'sombong', 'bingah', 'sarasa', 'mimpi', 'punten', 'bingah']"
sadness,"Asa cerik batin abdi mh, ya Allah....semoga si ema sllu sehat, di murahkan rejekinya...amiin","asa cerik batin abdi mh, ya allah....semoga si ema sllu sehat, di murahkan rejekinya...amiin","asa cerik batin abdi mh, ya kabehah....semoga si ema sok sehat, di murahkan rejekinya...amin",asa cerik batin abdi mh  ya kabehah    semoga si ema sok sehat  di murahkan rejekinya   amin,asa cerik batin abdi mh ya kabehah semoga si ema sok sehat di murahkan rejekinya amin,asa cerik batin abdi mh ya kabehah semoga si ema sok sehat di murahkan rejekinya amin,asa cerik batin abdi mh ya kabehah semoga si ema sok sehat di murahkan rejekinya amin,cerik batin abdi mh kabehah semoga ema sehat murahkan rejekinya,"['cerik', 'batin', 'abdi', 'mh', 'kabehah', 'semoga', 'ema', 'sehat', 'murahkan', 'rejekinya']"
joy,"cingdem di sebut nu gelo ku indung nyakakak sorangan macaan karya ngacapruk mang edan.""GARUNG""","cingdem di sebut nu gelo ku indung nyakakak sorangan macaan karya ngacapruk mang edan.""garung""","cingdem di sebut nu gelo ku indung nyakakak sorangan macan karya ngacapruk mang edan.""garung""",cingdem di sebut nu gelo ku indung nyakakak sorangan macan karya ngacapruk mang edan  garung ,cingdem di sebut nu gelo ku indung nyakakak sorangan macan karya ngacapruk mang edan garung ,cingdem di sebut nu gelo ku indung nyakakak sorangan macan karya ngacapruk mang edan garung ,cingdem di sebut nu boga gelo ku indung nyakakak sorangan macan karya ngacapruk mang edan garung,cingdem sebut boga gelo indung nyakakak sorangan karya ngacapruk mang garung,"['cingdem', 'sebut', 'boga', 'gelo', 'indung', 'nyakakak', 'sorangan', 'karya', 'ngacapruk', 'mang', 'garung']"
